name,category,bikecat,hood,bikelane,way,length,comerce,comerce_ratio,crash,geometry,x,y
COREA,1,0,FLORES,0,1,285.26,2,0.007011147724882563,0,"MULTILINESTRING ((-58.4419235388183 -34.6436667716653, -58.4415935404051 -34.643600586063), (-58.4425706747293 -34.6437825181474, -58.4424223290378 -34.6437668589085, -58.442273305318 -34.6437369739019), (-58.442273305318 -34.6437369739019, -58.4419235388183 -34.6436667716653), (-58.4442449226981 -34.6428053886763, -58.4440634820504 -34.6429435303744, -58.4435858855038 -34.6433141614498), (-58.4435858855038 -34.6433141614498, -58.4433171716719 -34.6435226405868), (-58.4429298422576 -34.6437425079144, -58.4428055142801 -34.643772909872, -58.4425706747293 -34.6437825181474), (-58.4433171716719 -34.6435226405868, -58.4432275148695 -34.6435922039082, -58.4430816996883 -34.6436835890331, -58.4429298422576 -34.6437425079144))",-58.44298987163374,-34.643488148942694
COREA,1,0,PARQUE CHACABUCO,0,1,11.07,0,0.0,0,"LINESTRING (-58.4415935404051 -34.643600586063, -58.4414762134455 -34.6435770438003)",-58.4415348769253,-34.64358881493165
CORONADO MARTIN,0,0,PALERMO,0,0,183.9,9,0.04893964110929853,0,"MULTILINESTRING ((-58.4011385232451 -34.5771660516482, -58.4018215753761 -34.5769122758069, -58.4018928683429 -34.5769214855964, -58.4019826340036 -34.5770240815284), (-58.4019826340036 -34.5770240815284, -58.402931432276 -34.5766924354395))",-58.40203179083349,-34.57693634770715
CORONADO MARTIN,0,0,PALERMO,0,1,152.36,0,0.0,1,"LINESTRING (-58.402931432276 -34.5766924354395, -58.4032668976034 -34.5764413988846, -58.4042984033314 -34.5759213988616)",-58.40360072683809,-34.57628401243762
CORONDA,0,0,CABALLITO,0,0,100.87,19,0.18836125706354714,0,"MULTILINESTRING ((-58.4413594802667 -34.6222066661422, -58.4412067338112 -34.6228703083822), (-58.4414122715405 -34.6219770250097, -58.4413594802667 -34.6222066661422))",-58.44130952518889,-34.62242367187451
CORRALES,0,0,NUEVA POMPEYA,0,0,617.76,47,0.07608132608132608,1,"MULTILINESTRING ((-58.428677602865 -34.6538640176569, -58.4293928283577 -34.6545502794722), (-58.4279606848693 -34.6531775398128, -58.4285329576878 -34.6537252431884, -58.428677602865 -34.6538640176569), (-58.4249856313999 -34.6503376779424, -58.4259807861635 -34.6512867256907), (-58.4270444505378 -34.6523009972805, -58.4271660065101 -34.6524169496484, -58.4279606848693 -34.6531775398128), (-58.4259807861635 -34.6512867256907, -58.4270444505378 -34.6523009972805))",-58.42719059392685,-34.65244255225256
CORRALES,0,0,NUEVA POMPEYA,0,1,498.18,56,0.11240916937653057,5,"MULTILINESTRING ((-58.4293928283577 -34.6545502794722, -58.4296469424032 -34.654794083843), (-58.4228020652461 -34.6483854087201, -58.4236046171246 -34.6490896919233), (-58.4244019013822 -34.6497893201665, -58.4247301862643 -34.6500828068484), (-58.4236046171246 -34.6490896919233, -58.4244019013822 -34.6497893201665), (-58.4201319080709 -34.646030319744, -58.4206506124339 -34.646489308663), (-58.4211792026932 -34.646957172066, -58.4216523499309 -34.6473754363776), (-58.4206506124339 -34.646489308663, -58.4211792026932 -34.646957172066))",-58.42299751863635,-34.648582421076604
CORRALES,0,0,VILLA RIACHUELO,0,0,917.7899999999997,136,0.14818204600180873,1,"MULTILINESTRING ((-58.474791837127 -34.6930405680073, -58.47552687333 -34.6936936655866), (-58.4740311449959 -34.6923529611321, -58.474791837127 -34.6930405680073), (-58.4732697833111 -34.691664786104, -58.4740311449959 -34.6923529611321), (-58.468761303837 -34.6875933782747, -58.4693660521293 -34.6881359558823, -58.4694694729039 -34.6882254578231), (-58.4702289811434 -34.6889120373728, -58.4703581536867 -34.6890326638686, -58.4709868822816 -34.6896010770029), (-58.4694694729039 -34.6882254578231, -58.4695666698749 -34.6883095374544, -58.4701110635689 -34.688801973499, -58.4702289811434 -34.6889120373728), (-58.4709868822816 -34.6896010770029, -58.4717484619764 -34.6902895482052), (-58.4725097132124 -34.6909776624813, -58.4732697833111 -34.691664786104), (-58.4717484619764 -34.6902895482052, -58.4725097132124 -34.6909776624813))",-58.47214290759239,-34.69064479307173
CORRALES,0,0,VILLA SOLDATI,0,0,1370.0500000000002,150,0.1094850552899529,2,"MULTILINESTRING ((-58.4423050096726 -34.6643285240418, -58.4431309772502 -34.6650352162099), (-58.4413468090938 -34.6635099004871, -58.4415065791643 -34.6636453523687, -58.4423050096726 -34.6643285240418), (-58.4403811272103 -34.6626913383116, -58.4413468090938 -34.6635099004871), (-58.4396436497586 -34.6620662646019, -58.4403811272103 -34.6626913383116), (-58.4390748922401 -34.661584108101, -58.4396436497586 -34.6620662646019), (-58.4353679506749 -34.6584320299178, -58.4356040425322 -34.6586274370315, -58.4363632701998 -34.6592731038217), (-58.4343648541871 -34.6577110170746, -58.4351431064017 -34.6582458503454, -58.4353679506749 -34.6584320299178), (-58.4316320978483 -34.6560737786341, -58.4323004425748 -34.656440854075), (-58.4333766740539 -34.6570318308004, -58.4343648541871 -34.6577110170746), (-58.4323004425748 -34.656440854075, -58.4333766740539 -34.6570318308004), (-58.43749919424 -34.6602391295991, -58.4384466698126 -34.6610448238159), (-58.4363632701998 -34.6592731038217, -58.43749919424 -34.6602391295991))",-58.437446813514065,-34.66030061212073
CORRALES,0,0,VILLA SOLDATI,0,1,549.02,0,0.0,0,"LINESTRING (-58.4431309772502 -34.6650352162099, -58.4434869066789 -34.6653247227713, -58.4454061528458 -34.6661428465225, -58.4446322940303 -34.6672992581415, -58.4446982141075 -34.6676950318784, -58.4455734912859 -34.6684298365311)",-58.44465644676186,-34.666552736530114
CORRALES VIEJOS,0,0,PARQUE PATRICIOS,0,0,136.68,3,0.021949078138718173,0,"LINESTRING (-58.4052507410443 -34.637050616857, -58.4049608026527 -34.6382591515517)",-58.4051057718485,-34.63765488420435
CORREA,0,0,NUÑEZ,0,0,633.7599999999998,83,0.13096440292855344,1,"MULTILINESTRING ((-58.4708756103096 -34.5432003305975, -58.4720943194722 -34.5438176586241), (-58.4699382063455 -34.5427255141509, -58.4708756103096 -34.5432003305975), (-58.464330260927 -34.5398812522829, -58.4652690479938 -34.5403587881053), (-58.4671463137278 -34.5413106689013, -58.4680759411859 -34.5417819155569), (-58.4690116218426 -34.5422561830604, -58.4699382063455 -34.5427255141509), (-58.4680759411859 -34.5417819155569, -58.4688661710647 -34.5421825259581, -58.4690116218426 -34.5422561830604))",-58.468850951863644,-34.542174267858286
CORREA,0,0,NUÑEZ,0,1,173.14,24,0.13861614878133305,0,"MULTILINESTRING ((-58.466477036129 -34.5409720176236, -58.4669642703559 -34.5412183482262, -58.4671463137278 -34.5413106689013), (-58.4652690479938 -34.5403587881053, -58.4660446979409 -34.5407533606024, -58.466207760661 -34.5408358237045))",-58.46618486105353,-34.54082368754772
CORREA,0,0,SAAVEDRA,0,0,2385.2200000000003,371,0.1555412079388903,5,"MULTILINESTRING ((-58.4962080890343 -34.5549149324735, -58.4966027780628 -34.5551122947665), (-58.4953864416149 -34.5544808454211, -58.4962080890343 -34.5549149324735), (-58.4944643438911 -34.5539936786698, -58.4953864416149 -34.5544808454211), (-58.4916954764717 -34.5525317848574, -58.4926173715316 -34.5530184797256), (-58.4907615887127 -34.5520386770837, -58.4916954764717 -34.5525317848574), (-58.4935414908325 -34.5535064346752, -58.4943149329021 -34.5539147712302, -58.4944643438911 -34.5539936786698), (-58.4926173715316 -34.5530184797256, -58.4935414908325 -34.5535064346752), (-58.4864642453991 -34.5498267692676, -58.4872510652746 -34.5502295847829, -58.487399100659 -34.5503066701599), (-58.4855320346364 -34.5493290433693, -58.4864642453991 -34.5498267692676), (-58.487399100659 -34.5503066701599, -58.4876610362879 -34.5504431002885), (-58.4882115550437 -34.5507297565594, -58.4889142019254 -34.5510956761597), (-58.4876610362879 -34.5504431002885, -58.4882115550437 -34.5507297565594), (-58.4827556454321 -34.5478575805783, -58.4836771793132 -34.5483350474048), (-58.4818291001021 -34.5473782060635, -58.4822793052333 -34.5476107481764, -58.4827556454321 -34.5478575805783), (-58.4809028212022 -34.5469010780158, -58.4811860150605 -34.5470460403822, -58.4818291001021 -34.5473782060635), (-58.4782980799289 -34.5458542171047, -58.4786272182333 -34.5459626295908, -58.4792968185318 -34.546187408353), (-58.4772948386872 -34.5455221449726, -58.4774672797115 -34.5455803659518, -58.4782980799289 -34.5458542171047), (-58.4720943194722 -34.5438176586241, -58.4725419126071 -34.5439369243016, -58.4731462598774 -34.5441359499985), (-58.4734050223217 -34.5442189051656, -58.4737518509067 -34.5443321886334, -58.4751550918725 -34.5447991142438, -58.4753086349228 -34.5448510019277), (-58.4731462598774 -34.5441359499985, -58.4734050223217 -34.5442189051656), (-58.476294498193 -34.5451841486316, -58.4772948386872 -34.5455221449726), (-58.4753086349228 -34.5448510019277, -58.476294498193 -34.5451841486316), (-58.4799623368518 -34.5464107050823, -58.4809028212022 -34.5469010780158), (-58.4792968185318 -34.546187408353, -58.4799623368518 -34.5464107050823), (-58.4846080034052 -34.5488220128862, -58.4854094545502 -34.5492635711048, -58.4855320346364 -34.5493290433693), (-58.4836771793132 -34.5483350474048, -58.4844638026939 -34.5487425994414, -58.4846080034052 -34.5488220128862))",-58.484093527278915,-34.54881462907799
CORREA,0,0,SAAVEDRA,0,1,88.6279302049714,26,0.29336124560135085,0,"MULTILINESTRING ((-58.4898615085783 -34.5515639354879, -58.4901776429428 -34.5517301356894), (-58.489362651083 -34.5513016424527, -58.4898615085783 -34.5515639354879))",-58.48977014458046,-34.5515158936976
CORREA GUILLERMO DR,0,0,PARQUE AVELLANEDA,0,0,12.27,1,0.08149959250203749,0,"LINESTRING (-58.4794149077896 -34.6539948408304, -58.4794456930439 -34.6541025135274)",-58.47943030041675,-34.6540486771789
CORREA GUILLERMO DR,0,0,PARQUE AVELLANEDA,0,1,304.43,30,0.09854482146963177,0,"MULTILINESTRING ((-58.4780458420381 -34.651541264911, -58.4783095508872 -34.6517982063702, -58.4783808060253 -34.6518710854119, -58.4784294747895 -34.6519231219998, -58.4784652734423 -34.6519626248706, -58.4785118972902 -34.6520157884475, -58.4785574135068 -34.6520697267979, -58.4786126472589 -34.6521379597849, -58.4786555221212 -34.6521933773128, -58.4787189402857 -34.6522794966669), (-58.4792504019189 -34.6533854921914, -58.4794149077896 -34.6539948408304), (-58.4787189402857 -34.6522794966669, -58.478796083562 -34.6523916707612, -58.4788338461576 -34.6524501874865, -58.4789500363894 -34.6526507373878, -58.479017640196 -34.6527860113083, -58.4790741634599 -34.6529090330177, -58.4791225891425 -34.6530217739893, -58.4792504019189 -34.6533854921914))",-58.47886764180573,-34.652689397345945
CORREA MORALES LUCIO,0,0,VILLA SOLDATI,0,0,682.43,59,0.08645575370367657,0,"MULTILINESTRING ((-58.4401701370697 -34.6616404478599, -58.4411760539832 -34.6620577494388), (-58.4384466698126 -34.6610448238159, -58.4400733822324 -34.6617171200172), (-58.434421800746 -34.659381462882, -58.4355784910183 -34.6598594805479), (-58.4371576920678 -34.6605121569636, -58.4384466698126 -34.6610448238159), (-58.4355784910183 -34.6598594805479, -58.4371576920678 -34.6605121569636))",-58.437765414176376,-34.66074577685727
CORREGIDORES,0,0,COLEGIALES,0,0,121.66,25,0.20549071181982576,0,"MULTILINESTRING ((-58.4591415800795 -34.5725943248898, -58.4601003924095 -34.5720932134764), (-58.4601003924095 -34.5720932134764, -58.4602623414071 -34.5720085714933))",-58.459701960978805,-34.57230144864216
CORRIENTES,1,0,ALMAGRO,0,0,1760.5399999999993,67,0.0380565053903916,28,"MULTILINESTRING ((-58.4131859296762 -34.6041368385338, -58.4133477469284 -34.6041429613158, -58.4143587601213 -34.6040437216755, -58.4145164245595 -34.6040146998781), (-58.4145164245595 -34.6040146998781, -58.4156630869849 -34.6038040230639), (-58.4156630869849 -34.6038040230639, -58.4167488458365 -34.6035976785052), (-58.4195124495107 -34.603319472069, -58.4207476202965 -34.6031951889103, -58.4209566329801 -34.6031744162416), (-58.4209566329801 -34.6031744162416, -58.4225605079489 -34.6030151711738), (-58.4167488458365 -34.6035976785052, -58.4180339361889 -34.6034683009398), (-58.4180339361889 -34.6034683009398, -58.4195124495107 -34.603319472069), (-58.4256465296677 -34.602709115667, -58.427105681052 -34.6025648367385), (-58.427105681052 -34.6025648367385, -58.4283531782217 -34.602441536575, -58.428573174401 -34.6024190638344), (-58.4318966097943 -34.6020796776054, -58.4322001472213 -34.602071867905), (-58.4310710553305 -34.602163970664, -58.4318966097943 -34.6020796776054), (-58.428573174401 -34.6024190638344, -58.4301725081424 -34.6022557032413), (-58.4301725081424 -34.6022557032413, -58.4310710553305 -34.602163970664), (-58.4225605079489 -34.6030151711738, -58.4241049270267 -34.6028618719377), (-58.4241049270267 -34.6028618719377, -58.4248422567554 -34.6027886547543, -58.4256465296677 -34.602709115667))",-58.422682020107295,-34.6030304429024
CORRIENTES,1,0,BALVANERA,0,0,1923.26,68,0.03535663404843859,62,"MULTILINESTRING ((-58.4021399524671 -34.6047129369616, -58.4036336285153 -34.6047498742445), (-58.4008388466627 -34.6046749533494, -58.4012015771203 -34.6046833076323, -58.4021399524671 -34.6047129369616), (-58.395291650993 -34.6044960694802, -58.3966154967561 -34.6045276457063, -58.3967826799653 -34.6045328074592), (-58.3967826799653 -34.6045328074592, -58.3980480947607 -34.6045720124419, -58.398221919489 -34.6045795701756), (-58.4036336285153 -34.6047498742445, -58.4044828295675 -34.6046635247322), (-58.3994826392583 -34.604634603078, -58.3996270817819 -34.6046408758143, -58.4006337622043 -34.6046702002352, -58.4008388466627 -34.6046749533494), (-58.4044828295675 -34.6046635247322, -58.4054722274842 -34.6045629398499), (-58.398221919489 -34.6045795701756, -58.3994826392583 -34.604634603078), (-58.3922896566549 -34.6044352739253, -58.3935795268173 -34.6044560180843), (-58.4078146730835 -34.6042566991063, -58.4087433517858 -34.6041331019765, -58.4089173615273 -34.6041182498608), (-58.4117447349733 -34.6040826457526, -58.4131859296762 -34.6041368385338), (-58.4089173615273 -34.6041182498608, -58.4091856583705 -34.6040953406396, -58.4100886555674 -34.6040374270663, -58.4103470627357 -34.6040295111984), (-58.4103470627357 -34.6040295111984, -58.4104777141707 -34.604025553686, -58.4115873466062 -34.6040767339926, -58.4117447349733 -34.6040826457526), (-58.3938608358673 -34.6044618828124, -58.395291650993 -34.6044960694802), (-58.4054722274842 -34.6045629398499, -58.4056471776044 -34.6045451350557, -58.4066451115025 -34.6044123611222), (-58.3935795268173 -34.6044560180843, -58.3936905008469 -34.6044577716115, -58.3938608358673 -34.6044618828124), (-58.4066451115025 -34.6044123611222, -58.4078146730835 -34.6042566991063))",-58.40274575799978,-34.604445321315886
CORRIENTES,1,0,CHACARITA,0,0,1326.79,16,0.012059180427950166,26,"MULTILINESTRING ((-58.4475996605972 -34.5917024011505, -58.4478899234267 -34.591429334934, -58.4487497997201 -34.5906155533942), (-58.4487497997201 -34.5906155533942, -58.4491741956353 -34.5902139062379), (-58.4495171672385 -34.5898892919896, -58.4503389425672 -34.5891115516961), (-58.4503389425672 -34.5891115516961, -58.4507684352856 -34.5886905329012), (-58.4527775106831 -34.5882376865918, -58.4540832954406 -34.5877539808967), (-58.4526163571494 -34.5879211881753, -58.4538967622975 -34.5874404400245), (-58.4540832954406 -34.5877539808967, -58.454989278749 -34.5874291635449, -58.4551766343333 -34.5873648404835), (-58.4538967622975 -34.5874404400245, -58.4551189921569 -34.5869815763111), (-58.4515266584183 -34.5887184814944, -58.451544734208 -34.5885962275627, -58.451514230839 -34.5884679108514, -58.4514230409036 -34.5883790426018), (-58.4507684352856 -34.5886905329012, -58.4508527404074 -34.5887359157757, -58.4510131213134 -34.5888023186248, -58.451216594736 -34.5888275809927, -58.4515266584183 -34.5887184814944), (-58.4507684352856 -34.5886905329012, -58.450873906616 -34.5887049543486, -58.4509813431818 -34.5886995802695, -58.4510513437536 -34.588668623731, -58.4510708844249 -34.5886215071927, -58.4511197274611 -34.5885622773936, -58.4511522882059 -34.5885313170541, -58.4512141518587 -34.5884842046972, -58.451337875675 -34.5884128660165, -58.4514230409036 -34.5883790426018), (-58.4515266584183 -34.5887184814944, -58.4527775106831 -34.5882376865918), (-58.4514230409036 -34.5883790426018, -58.4515687574672 -34.5883144087137, -58.4526163571494 -34.5879211881753))",-58.451828611526416,-34.5886395855977
CORRIENTES,1,0,CHACARITA,0,1,47.82,0,0.0,0,"LINESTRING (-58.4495171672385 -34.5898892919896, -58.4491741956353 -34.5902139062379)",-58.449345681436895,-34.59005159911375
CORRIENTES,1,0,SAN NICOLAS,0,0,2254.7420051840327,171,0.0758401624695163,53,"MULTILINESTRING ((-58.3908228761879 -34.6043332832326, -58.3922896566549 -34.6044352739253), (-58.389395118444 -34.6042180589209, -58.3908228761879 -34.6043332832326), (-58.3879051067228 -34.6041022864858, -58.3892305837685 -34.6042047899444, -58.389395118444 -34.6042180589209), (-58.3851362764205 -34.6039107526649, -58.3863457762793 -34.6039816633541, -58.3865258983824 -34.6039922699342), (-58.3809597377621 -34.6040356835675, -58.381285095728 -34.6038645556274, -58.3818405868955 -34.6038268351546, -58.3820049661722 -34.6037353941571), (-58.3837151466001 -34.6038273680104, -58.3851362764205 -34.6039107526649), (-58.3822092818587 -34.6037389808701, -58.3837151466001 -34.6038273680104), (-58.3820049661722 -34.6037353941571, -58.3822092818587 -34.6037389808701), (-58.3811770202937 -34.6036723740129, -58.3812961598845 -34.6035908275115, -58.3818358918316 -34.6036120167657, -58.3820049661722 -34.6037353941571), (-58.3865945393621 -34.6039977357194, -58.3879051067228 -34.6041022864858), (-58.3865258983824 -34.6039922699342, -58.3865945393621 -34.6039977357194), (-58.3780749466132 -34.6034906666308, -58.3794750260306 -34.6035764264916), (-58.3766626918061 -34.6034041778254, -58.3780749466132 -34.6034906666308), (-58.3724647798489 -34.6031463324353, -58.3725793224191 -34.6031538825508, -58.3738538610708 -34.6032320077573), (-58.3710982756286 -34.6030564329492, -58.3712784775928 -34.6030682592975, -58.3724647798489 -34.6031463324353), (-58.3690151549627 -34.602907585385, -58.3691871758479 -34.6029232817956, -58.3699353855494 -34.6029886462835, -58.3700931545611 -34.6029969919482), (-58.3700931545611 -34.6029969919482, -58.3702676903265 -34.603006224301), (-58.3704125010713 -34.6030139059232, -58.3706192419651 -34.603024872388, -58.3710982756286 -34.6030564329492), (-58.3702676903265 -34.603006224301, -58.3704125010713 -34.6030139059232), (-58.3752203776742 -34.6033157495436, -58.3766626918061 -34.6034041778254), (-58.3738538610708 -34.6032320077573, -58.3752203776742 -34.6033157495436), (-58.3809789223163 -34.6036685784959, -58.3811770202937 -34.6036723740129), (-58.3794750260306 -34.6035764264916, -58.3809789223163 -34.6036685784959))",-58.38069364340733,-34.60366073039118
CORRIENTES,1,0,VILLA CRESPO,0,0,1865.84,33,0.017686403978904943,44,"MULTILINESTRING ((-58.4322001472213 -34.602071867905, -58.4334746506058 -34.6016452781978), (-58.4334746506058 -34.6016452781978, -58.4337217475552 -34.6015625906063), (-58.4337217475552 -34.6015625906063, -58.4348526293798 -34.6011840508947), (-58.4362235234433 -34.6007251303985, -58.4376017273582 -34.6002638015982), (-58.4376017273582 -34.6002638015982, -58.4387663024977 -34.5998738944119), (-58.4348526293798 -34.6011840508947, -58.4360566661203 -34.6007810096117), (-58.4360566661203 -34.6007810096117, -58.4362235234433 -34.6007251303985), (-58.4406941389906 -34.5981121968946, -58.4416534729699 -34.5972220045679), (-58.4416534729699 -34.5972220045679, -58.4425916617072 -34.5963513787584), (-58.4458219341886 -34.5933531730872, -58.4459647714825 -34.5932208673156, -58.4473506190433 -34.5919365981635, -58.4475996605972 -34.5917024011505), (-58.4443013741125 -34.5947636733499, -58.4444420859622 -34.5946370733803, -58.4449876438075 -34.5941218662968, -58.4450790365947 -34.5940416673855), (-58.4450790365947 -34.5940416673855, -58.4458219341886 -34.5933531730872), (-58.4425916617072 -34.5963513787584, -58.4435393710301 -34.595471310376), (-58.4435393710301 -34.595471310376, -58.4443013741125 -34.5947636733499), (-58.4387663024977 -34.5998738944119, -58.43894663681 -34.599733646665, -58.4397651959356 -34.59897414753), (-58.4397651959356 -34.59897414753, -58.4406941389906 -34.5981121968946))",-58.44037502653157,-34.59768673025827
CORRIENTES,1,2,SAN NICOLAS,1,0,76.15,0,0.0,3,"LINESTRING (-58.3681900519719 -34.6028320847722, -58.3684037151168 -34.6028516176121, -58.3690151549627 -34.602907585385)",-58.36860260429705,-34.60286982600794
CORRO MIGUEL C DEL CANONIGO,1,0,VELEZ SARSFIELD,0,0,442.28,36,0.08139640047029031,1,"MULTILINESTRING ((-58.4937980163531 -34.636645684819, -58.4945648564349 -34.6360202734403, -58.4947588879746 -34.6358681094149), (-58.4971601210466 -34.633990758012, -58.4976392975648 -34.633613718898), (-58.4989842223309 -34.6325557165878, -58.4997047058446 -34.6319492021616), (-58.4976392975648 -34.633613718898, -58.4983132547167 -34.6330835924175), (-58.4983132547167 -34.6330835924175, -58.4989349093202 -34.6325945342145))",-58.49727226971039,-34.63389738902852
CORRO MIGUEL C DEL CANONIGO,1,0,VELEZ SARSFIELD,0,1,334.53,3,0.00896780557797507,0,"MULTILINESTRING ((-58.4947588879746 -34.6358681094149, -58.4953956607718 -34.6353687133501), (-58.4997047058446 -34.6319492021616, -58.4999759238713 -34.6317756257499), (-58.4953956607718 -34.6353687133501, -58.4963095859765 -34.6346628991843), (-58.4963095859765 -34.6346628991843, -58.4971601210466 -34.633990758012))",-58.496331252119376,-34.63463757790147
CORRO MIGUEL C DEL CANONIGO,1,0,VILLA LURO,0,1,6.24,0,0.0,0,"LINESTRING (-58.4989842223309 -34.6325557165878, -58.4989349093202 -34.6325945342145)",-58.498959565825544,-34.63257512540115
CORTAZAR JULIO,0,0,AGRONOMIA,0,1,388.12,64,0.16489745439554776,0,"MULTILINESTRING ((-58.4847050366021 -34.596677813094, -58.484750775206 -34.5967049885978), (-58.484750775206 -34.5967049885978, -58.4858150931738 -34.5966000768686), (-58.4842321504928 -34.596396482147, -58.4847050366021 -34.596677813094), (-58.4877133557356 -34.5963737927259, -58.4880543949233 -34.5959836472976), (-58.4870231558867 -34.5964792122453, -58.4876757271497 -34.5964168291107), (-58.4876757271497 -34.5964168291107, -58.4877133557356 -34.5963737927259), (-58.4869071702444 -34.5964925448124, -58.4870231558867 -34.5964792122453), (-58.4858150931738 -34.5966000768686, -58.4863693924801 -34.5965455358406), (-58.4863693924801 -34.5965455358406, -58.4869071702444 -34.5964925448124))",-58.486191713427694,-34.59650883973331
CORTEJARENA JOSE A,0,0,BARRACAS,0,0,286.67,22,0.0767432936826316,2,"MULTILINESTRING ((-58.3867254639913 -34.6407018333244, -58.3881569595612 -34.6406680051347), (-58.3881569595612 -34.6406680051347, -58.3898507241506 -34.640627909872))",-58.38828809444611,-34.640664887460176
CORTEJARENA JOSE A,0,0,PARQUE PATRICIOS,0,0,675.2099999999998,63,0.09330430532723155,3,"MULTILINESTRING ((-58.4085732905924 -34.6439378467899, -58.409544166134 -34.6440735614071), (-58.4078644957533 -34.6438422441845, -58.4083213490979 -34.6439026627601, -58.4085732905924 -34.6439378467899), (-58.4071427505827 -34.6437468427652, -58.4078644957533 -34.6438422441845), (-58.4133413868432 -34.6434717204549, -58.4134386212801 -34.6434535910853), (-58.4023759303975 -34.6430985633236, -58.4044031899756 -34.6433766037737), (-58.4058056826089 -34.6435688943361, -58.4060554072139 -34.643603167023, -58.4071427505827 -34.6437468427652), (-58.4044031899756 -34.6433766037737, -58.4058056826089 -34.6435688943361))",-58.40606019115098,-34.643584972990325
CORTEJARENA JOSE A,0,0,PARQUE PATRICIOS,0,1,355.29,16,0.04503363449576402,0,"MULTILINESTRING ((-58.409544166134 -34.6440735614071, -58.4096616597324 -34.6440900217257, -58.4111859443742 -34.6438692019578, -58.4114644401724 -34.6438191793963), (-58.4114644401724 -34.6438191793963, -58.4117367999074 -34.6437702099506, -58.4119547905587 -34.6437296677907), (-58.4128517201936 -34.6435627872325, -58.4133413868432 -34.6434717204549), (-58.4119547905587 -34.6437296677907, -58.4124020201395 -34.6436464743023), (-58.4124020201395 -34.6436464743023, -58.4128517201936 -34.6435627872325))",-58.41144589756029,-34.64380750458092
CORTES GERONIMO,0,0,MATADEROS,0,1,150.78,49,0.32497678737233054,0,"LINESTRING (-58.4983634913333 -34.6457655933161, -58.4995616703717 -34.644834672086)",-58.49896258085249,-34.64530013270105
CORTINA,0,0,MONTE CASTRO,0,0,659.4300000000002,103,0.15619550217612177,0,"MULTILINESTRING ((-58.5154205801236 -34.6276051008359, -58.5155519689469 -34.6275033533777, -58.5164493722404 -34.6268080989082), (-58.5164493722404 -34.6268080989082, -58.5169806204954 -34.6263965941382), (-58.5169806204954 -34.6263965941382, -58.5175034338352 -34.6259916401462), (-58.5196981860929 -34.6243114713409, -58.5205704995633 -34.6236520432999, -58.5206925137415 -34.6235628300008), (-58.5185682883061 -34.6251666460638, -58.5191262513643 -34.6247343448584), (-58.5191262513643 -34.6247343448584, -58.5196981860929 -34.6243114713409), (-58.5175034338352 -34.6259916401462, -58.5180091273435 -34.6255997903062), (-58.5180091273435 -34.6255997903062, -58.5185682883061 -34.6251666460638))",-58.518049726600886,-34.62557498988618
CORTINA,0,0,VILLA LURO,0,0,1201.27,90,0.07492070891639681,4,"MULTILINESTRING ((-58.5058581363224 -34.635006282519, -58.5067279413042 -34.6343401243604), (-58.5067279413042 -34.6343401243604, -58.5069310612903 -34.6341845573859, -58.5081521416685 -34.6332341050668), (-58.5081521416685 -34.6332341050668, -58.5082870396314 -34.6331291247616, -58.5091674467623 -34.6324473815668), (-58.5143014204655 -34.6284717804438, -58.5154205801236 -34.6276051008359), (-58.5120861089555 -34.6301874230725, -58.5130905253655 -34.6294095442406), (-58.5130905253655 -34.6294095442406, -58.5143014204655 -34.6284717804438), (-58.5110978538203 -34.6309526110225, -58.5120861089555 -34.6301874230725), (-58.5091674467623 -34.6324473815668, -58.5101002981693 -34.6317251184639), (-58.5101002981693 -34.6317251184639, -58.5110978538203 -34.6309526110225))",-58.510640511987425,-34.631307198313955
CORTINA,0,0,VILLA LURO,0,1,292.04,28,0.09587727708533077,2,"MULTILINESTRING ((-58.5047915745459 -34.6371852622763, -58.5048339354015 -34.6370446831649, -58.5048955820327 -34.6367938851583), (-58.5045133648476 -34.6381723375625, -58.5046111564267 -34.6377837797776, -58.5047024291672 -34.6374811403934), (-58.5047024291672 -34.6374811403934, -58.5047915745459 -34.6371852622763), (-58.5051267604697 -34.6358246419888, -58.5052820360374 -34.6352252871128), (-58.5052820360374 -34.6352252871128, -58.505455633228 -34.6346374750578))",-58.50497301240194,-34.63644034299924
CORTINA,0,0,VILLA REAL,0,0,1055.6799999999996,208,0.19702940284934836,1,"MULTILINESTRING ((-58.5206925137415 -34.6235628300008, -58.5208467979583 -34.6234501503851, -58.5216285979881 -34.6228756879226), (-58.5216285979881 -34.6228756879226, -58.5217730024654 -34.6227695612195, -58.5227630464371 -34.6220387219946), (-58.5227630464371 -34.6220387219946, -58.5237748690187 -34.621291666486), (-58.5281626038162 -34.6180555000602, -58.5292837266831 -34.6172296773082), (-58.5258216175402 -34.6197808278639, -58.5259524740893 -34.619684210265, -58.5269845882059 -34.618923666584), (-58.5269845882059 -34.618923666584, -58.5280525250478 -34.6181366158771, -58.5281626038162 -34.6180555000602), (-58.5248681518499 -34.620484631122, -58.5258216175402 -34.6197808278639), (-58.5237748690187 -34.621291666486, -58.5239027504297 -34.6211973061299, -58.5243206191431 -34.6208888547203), (-58.5243206191431 -34.6208888547203, -58.5248681518499 -34.620484631122))",-58.52498834539482,-34.62039656184256
